delay_id,schedule_id,delay_reason,delay_minutes,affected_station_id,reported_date,impact_level,compensation_given,compensation_amount
DLY01288,SCH00928,Station Overcrowding,113,ST027,2023-08-07,High,FALSE,0
DLY01289,SCH00021,Track Maintenance,155,ST005,2023-08-17,Medium,FALSE,0
DLY01290,SCH00679,Flood/Landslide,65,ST013,2024-01-05,Low,TRUE,1761.67
DLY01291,SCH00652,Weather,226,ST010,2023-03-23,Medium,TRUE,1195.38
DLY01292,SCH00272,Power Failure,253,ST022,2023-05-13,Low,FALSE,0
DLY01293,SCH00976,Congestion,124,ST029,2023-11-07,High,TRUE,491.71
DLY01294,SCH00561,Flood/Landslide,5,ST009,2024-08-03,High,FALSE,0
DLY01295,SCH00054,Power Failure,40,ST063,2024-09-26,High,TRUE,124.53
DLY01296,SCH00916,Technical Fault,172,ST045,2023-08-30,Medium,FALSE,0
DLY01297,SCH00917,Power Failure,204,ST037,2024-01-20,Low,TRUE,1423.64
DLY01298,SCH00998,Freight Priority,289,ST028,2023-08-15,Critical,TRUE,190.52
DLY01299,SCH00519,Weather,160,ST054,2024-08-07,Medium,TRUE,1164.8
DLY01300,SCH00497,Station Overcrowding,197,ST007,2024-10-24,Medium,TRUE,1452.68
DLY01301,SCH00160,Power Failure,209,ST058,2023-06-01,High,FALSE,0
DLY01302,SCH00278,Freight Priority,165,ST057,2024-12-23,Low,TRUE,1119.84
DLY01303,SCH00152,Accident,180,ST017,2024-02-25,Medium,FALSE,0
DLY01304,SCH00429,Station Overcrowding,132,ST018,2023-08-05,Low,FALSE,0
DLY01305,SCH00800,Station Overcrowding,74,ST024,2023-11-19,Low,TRUE,1382.25
DLY01306,SCH00560,Power Failure,19,ST018,2024-09-08,Medium,FALSE,0
DLY01307,SCH00254,Flood/Landslide,256,ST016,2024-06-23,Low,TRUE,1439.08
DLY01308,SCH00715,Power Failure,223,ST010,2024-10-19,Low,FALSE,0
DLY01309,SCH00676,Station Overcrowding,176,ST060,2024-03-22,High,TRUE,222.47
DLY01310,SCH00994,Weather,45,ST067,2023-10-01,Medium,FALSE,0
DLY01311,SCH00973,Weather,233,ST014,2023-08-21,Medium,TRUE,1494.56
DLY01312,SCH00506,Accident,42,ST074,2023-08-05,High,TRUE,548.97
DLY01313,SCH00726,Congestion,144,ST027,2024-06-08,Low,FALSE,0
DLY01314,SCH00380,Weather,274,ST074,2023-05-19,Medium,TRUE,1537.92
DLY01315,SCH00027,Station Overcrowding,274,ST006,2024-10-22,High,FALSE,0
DLY01316,SCH00745,Congestion,191,ST012,2023-06-05,High,TRUE,258.49
DLY01317,SCH00420,Freight Priority,188,ST005,2024-10-18,Medium,TRUE,1658.2
DLY01318,SCH00530,Accident,70,ST075,2023-02-26,Medium,FALSE,0
DLY01319,SCH00022,Track Maintenance,72,ST070,2024-08-28,Low,FALSE,0
DLY01320,SCH00929,Weather,106,ST011,2023-08-31,Low,FALSE,0
DLY01321,SCH00388,Technical Fault,264,ST034,2024-03-07,High,FALSE,0
DLY01322,SCH00487,Signal Failure,119,ST032,2024-12-06,Critical,FALSE,0
DLY01323,SCH00074,Flood/Landslide,295,ST047,2024-10-23,Medium,TRUE,1915.79
DLY01324,SCH00639,Freight Priority,93,ST065,2024-07-09,Low,TRUE,1938.56
DLY01325,SCH00404,Station Overcrowding,9,ST064,2023-09-02,Medium,FALSE,0
DLY01326,SCH00638,Flood/Landslide,129,ST017,2023-12-14,Low,FALSE,0
DLY01327,SCH00199,Weather,81,ST042,2024-07-18,Low,TRUE,987.81
DLY01328,SCH00447,Signal Failure,190,ST028,2023-09-27,High,FALSE,0
DLY01329,SCH00714,Technical Fault,296,ST059,2023-02-12,Medium,FALSE,0
DLY01330,SCH00862,Power Failure,195,ST067,2023-05-26,Low,FALSE,0
DLY01331,SCH00656,Congestion,56,ST073,2024-01-29,Medium,FALSE,0
DLY01332,SCH00484,Weather,262,ST006,2023-12-22,Low,TRUE,494.09
DLY01333,SCH00980,Accident,76,ST013,2024-11-04,Low,TRUE,1651.07
DLY01334,SCH00568,Flood/Landslide,255,ST022,2024-09-11,Medium,TRUE,1364.17
DLY01335,SCH00188,Accident,68,ST013,2023-04-20,High,FALSE,0
DLY01336,SCH00576,Freight Priority,179,ST033,2023-12-28,Medium,TRUE,1277.93
DLY01337,SCH00564,Weather,7,ST006,2023-11-01,Low,FALSE,0
DLY01338,SCH00232,Signal Failure,239,ST068,2024-11-28,Medium,TRUE,1124.52
DLY01339,SCH00290,Track Maintenance,46,ST028,2024-06-11,Medium,TRUE,1111.01
DLY01340,SCH00065,Station Overcrowding,103,ST044,2023-12-13,Low,TRUE,1663.81
DLY01341,SCH00497,Congestion,249,ST009,2024-12-01,Low,FALSE,0
DLY01342,SCH00685,Congestion,5,ST021,2024-03-08,Low,TRUE,636.61
DLY01343,SCH00496,Congestion,6,ST038,2023-10-21,Medium,FALSE,0
DLY01344,SCH00628,Signal Failure,139,ST013,2024-09-30,High,TRUE,1778.32
DLY01345,SCH00491,Flood/Landslide,276,ST052,2023-12-07,Low,TRUE,327.25
DLY01346,SCH00674,Power Failure,165,ST002,2023-08-30,Medium,FALSE,0
DLY01347,SCH00253,Flood/Landslide,108,ST026,2023-07-01,Low,TRUE,932.86
DLY01348,SCH00403,Power Failure,282,ST062,2023-05-18,Medium,TRUE,1324.95
DLY01349,SCH00233,Station Overcrowding,294,ST001,2024-08-05,Low,FALSE,0
DLY01350,SCH00336,Technical Fault,283,ST041,2023-09-08,Medium,TRUE,885.61
DLY01351,SCH00212,Track Maintenance,22,ST004,2024-04-15,High,FALSE,0
DLY01352,SCH00711,Station Overcrowding,47,ST060,2023-03-07,High,TRUE,1997.54
DLY01353,SCH00640,Freight Priority,16,ST003,2024-04-27,Medium,TRUE,154.17
DLY01354,SCH00340,Freight Priority,168,ST074,2023-08-28,Medium,FALSE,0
DLY01355,SCH00562,Accident,34,ST044,2023-05-22,Medium,TRUE,1746.76
DLY01356,SCH00497,Track Maintenance,265,ST006,2024-04-21,Low,TRUE,656.63
DLY01357,SCH00103,Track Maintenance,24,ST075,2023-09-06,Low,FALSE,0
DLY01358,SCH00693,Technical Fault,275,ST006,2023-01-23,High,TRUE,666.3
DLY01359,SCH00598,Flood/Landslide,273,ST033,2023-08-24,Low,TRUE,847.9
DLY01360,SCH00869,Weather,193,ST066,2024-09-18,Medium,TRUE,506.79
DLY01361,SCH00695,Freight Priority,236,ST075,2024-07-30,Critical,FALSE,0
DLY01362,SCH00093,Congestion,88,ST075,2023-10-19,Critical,FALSE,0
DLY01363,SCH00177,Accident,247,ST038,2024-09-16,Low,FALSE,0
DLY01364,SCH00839,Station Overcrowding,261,ST047,2023-10-11,High,FALSE,0
DLY01365,SCH00888,Power Failure,262,ST004,2023-04-04,Critical,FALSE,0
DLY01366,SCH00387,Congestion,114,ST018,2023-11-11,High,FALSE,0
DLY01367,SCH00660,Signal Failure,279,ST046,2024-06-01,Medium,TRUE,1867.4
DLY01368,SCH00532,Station Overcrowding,217,ST041,2023-08-31,Medium,FALSE,0
DLY01369,SCH00286,Station Overcrowding,249,ST018,2023-09-28,Medium,FALSE,0
DLY01370,SCH00594,Track Maintenance,232,ST016,2023-07-27,Low,FALSE,0
DLY01371,SCH00706,Signal Failure,104,ST009,2024-10-06,Medium,FALSE,0
DLY01372,SCH00514,Accident,126,ST037,2023-01-12,Medium,TRUE,1366.08
DLY01373,SCH00958,Technical Fault,15,ST038,2023-03-30,Medium,FALSE,0
DLY01374,SCH00111,Track Maintenance,238,ST002,2024-09-12,Medium,TRUE,1627.47
DLY01375,SCH00314,Congestion,23,ST013,2024-10-08,Medium,FALSE,0
DLY01376,SCH00189,Station Overcrowding,216,ST028,2023-07-04,High,FALSE,0
DLY01377,SCH00461,Station Overcrowding,296,ST042,2023-04-20,Medium,TRUE,1643.78
DLY01378,SCH00162,Technical Fault,63,ST054,2023-12-07,High,TRUE,1023.33
DLY01379,SCH00681,Technical Fault,129,ST028,2023-12-21,High,FALSE,0
DLY01380,SCH00257,Freight Priority,192,ST062,2023-04-12,Low,FALSE,0
DLY01381,SCH00088,Power Failure,132,ST030,2023-11-07,Medium,TRUE,427.26
DLY01382,SCH00866,Power Failure,59,ST072,2024-11-04,Medium,FALSE,0
DLY01383,SCH00326,Technical Fault,196,ST022,2024-02-13,Low,FALSE,0
DLY01384,SCH00551,Flood/Landslide,223,ST024,2024-07-16,High,FALSE,0
DLY01385,SCH00490,Track Maintenance,90,ST002,2024-08-30,Medium,FALSE,0
DLY01386,SCH00907,Track Maintenance,47,ST039,2024-10-12,Low,TRUE,204.81
DLY01387,SCH00290,Technical Fault,16,ST036,2024-02-09,Medium,FALSE,0
DLY01388,SCH00021,Flood/Landslide,75,ST009,2024-09-14,Low,TRUE,1479.27
DLY01389,SCH00374,Congestion,290,ST069,2023-07-13,High,TRUE,925.07
DLY01390,SCH00008,Freight Priority,202,ST021,2023-10-10,High,TRUE,1425.64
DLY01391,SCH00293,Power Failure,16,ST055,2023-05-08,Critical,TRUE,1145.02
DLY01392,SCH00802,Flood/Landslide,115,ST018,2024-12-04,Medium,TRUE,1520.21
DLY01393,SCH00929,Flood/Landslide,295,ST028,2023-06-22,Medium,TRUE,791.54
DLY01394,SCH00663,Accident,287,ST044,2024-11-30,Medium,TRUE,1758.68
DLY01395,SCH00238,Accident,219,ST005,2023-10-22,Low,FALSE,0
DLY01396,SCH00014,Flood/Landslide,112,ST005,2023-02-22,Medium,TRUE,124.59
DLY01397,SCH00967,Congestion,188,ST053,2024-05-18,Low,FALSE,0
DLY01398,SCH00770,Freight Priority,291,ST008,2023-11-09,Medium,FALSE,0
DLY01399,SCH00615,Freight Priority,78,ST011,2023-01-31,High,TRUE,653.72
DLY01400,SCH00609,Weather,5,ST039,2024-02-20,Medium,TRUE,1068.53
DLY01401,SCH00530,Accident,178,ST044,2023-02-25,High,TRUE,1023.92
DLY01402,SCH00251,Technical Fault,282,ST024,2024-07-22,Low,FALSE,0
DLY01403,SCH00184,Freight Priority,84,ST002,2023-05-16,Medium,TRUE,1550.04
DLY01404,SCH00218,Station Overcrowding,236,ST024,2023-12-12,Medium,TRUE,259.66
DLY01405,SCH00116,Congestion,202,ST029,2024-07-04,High,TRUE,450.24
DLY01406,SCH00380,Power Failure,15,ST023,2023-10-18,Medium,FALSE,0
DLY01407,SCH00970,Accident,227,ST071,2024-09-06,Critical,FALSE,0
DLY01408,SCH00966,Power Failure,36,ST008,2023-04-24,High,TRUE,681.44
DLY01409,SCH00672,Freight Priority,288,ST060,2023-03-04,Medium,TRUE,940.57
DLY01410,SCH00398,Power Failure,171,ST063,2023-05-17,Medium,FALSE,0
DLY01411,SCH00938,Congestion,163,ST019,2023-01-29,Low,FALSE,0
DLY01412,SCH00202,Technical Fault,268,ST045,2023-10-22,Medium,TRUE,1003.85
DLY01413,SCH00193,Freight Priority,266,ST030,2024-12-12,Critical,TRUE,1459.7
DLY01414,SCH00428,Signal Failure,19,ST039,2024-01-30,Low,TRUE,574.39
DLY01415,SCH00520,Flood/Landslide,9,ST001,2023-07-01,Low,TRUE,942.1
DLY01416,SCH00614,Power Failure,138,ST071,2024-12-01,High,TRUE,567.25
DLY01417,SCH00603,Accident,43,ST032,2024-10-15,Medium,TRUE,1425.81
DLY01418,SCH00375,Accident,90,ST050,2024-07-15,High,FALSE,0
DLY01419,SCH00514,Power Failure,173,ST023,2024-12-23,Medium,FALSE,0
DLY01420,SCH00288,Freight Priority,269,ST057,2023-06-03,Medium,FALSE,0
DLY01421,SCH00793,Flood/Landslide,106,ST013,2024-12-28,Medium,FALSE,0
DLY01422,SCH00385,Track Maintenance,128,ST058,2024-03-07,High,FALSE,0
DLY01423,SCH00063,Flood/Landslide,176,ST015,2024-02-20,Medium,FALSE,0
DLY01424,SCH00865,Power Failure,280,ST011,2024-11-04,Medium,TRUE,1874.39
DLY01425,SCH00410,Technical Fault,222,ST055,2024-07-18,Medium,TRUE,913.37
DLY01426,SCH00996,Technical Fault,283,ST023,2023-05-26,Medium,TRUE,1930.84
DLY01427,SCH00794,Track Maintenance,177,ST072,2023-01-04,Medium,TRUE,410.09
DLY01428,SCH00359,Freight Priority,22,ST057,2023-12-11,Medium,FALSE,0
DLY01429,SCH00964,Flood/Landslide,98,ST063,2023-05-26,Low,FALSE,0
DLY01430,SCH00300,Freight Priority,85,ST031,2023-01-04,Medium,FALSE,0
DLY01431,SCH00458,Station Overcrowding,247,ST074,2024-05-06,Medium,TRUE,1109.8
DLY01432,SCH00626,Power Failure,173,ST027,2023-01-20,Low,FALSE,0
DLY01433,SCH00392,Signal Failure,185,ST008,2023-05-25,Critical,TRUE,755.27
DLY01434,SCH00931,Power Failure,224,ST016,2024-12-10,Medium,FALSE,0
DLY01435,SCH00903,Station Overcrowding,213,ST019,2023-12-19,High,FALSE,0
DLY01436,SCH00752,Freight Priority,99,ST044,2023-02-13,Medium,TRUE,1152.37
DLY01437,SCH00805,Track Maintenance,173,ST030,2023-10-15,High,FALSE,0
DLY01438,SCH00931,Flood/Landslide,164,ST053,2024-04-04,Medium,TRUE,958.09
DLY01439,SCH00102,Flood/Landslide,246,ST004,2024-07-13,Medium,TRUE,106.21
DLY01440,SCH00810,Congestion,135,ST074,2023-09-15,High,TRUE,296.63
DLY01441,SCH00509,Accident,104,ST031,2023-07-28,Medium,FALSE,0
DLY01442,SCH00085,Technical Fault,284,ST046,2023-04-04,High,FALSE,0
DLY01443,SCH00147,Congestion,97,ST011,2024-01-03,Medium,TRUE,436.82
DLY01444,SCH00618,Signal Failure,234,ST075,2024-10-20,High,FALSE,0
DLY01445,SCH00376,Flood/Landslide,112,ST060,2023-11-24,Low,TRUE,1314.99
DLY01446,SCH00204,Signal Failure,231,ST010,2023-01-27,Critical,TRUE,908.78
DLY01447,SCH00889,Station Overcrowding,141,ST068,2023-08-15,Critical,TRUE,1558.53
DLY01448,SCH00142,Station Overcrowding,285,ST039,2024-08-19,Low,TRUE,1602.28
DLY01449,SCH00465,Freight Priority,83,ST035,2023-01-14,Medium,FALSE,0
DLY01450,SCH00110,Congestion,234,ST058,2024-10-02,Low,TRUE,1372.77
DLY01451,SCH00452,Station Overcrowding,139,ST009,2024-03-20,Low,TRUE,996.02
DLY01452,SCH00165,Power Failure,87,ST018,2023-05-15,Low,FALSE,0
DLY01453,SCH00544,Accident,136,ST071,2024-07-19,Critical,FALSE,0
DLY01454,SCH00609,Congestion,143,ST042,2024-05-12,Low,TRUE,1043.84
DLY01455,SCH00700,Track Maintenance,147,ST052,2024-12-19,Low,TRUE,732.19
DLY01456,SCH00315,Power Failure,294,ST010,2024-09-09,Medium,FALSE,0
DLY01457,SCH00694,Accident,243,ST036,2024-03-19,Low,FALSE,0
DLY01458,SCH00180,Congestion,42,ST074,2024-01-30,Medium,FALSE,0
DLY01459,SCH00239,Congestion,69,ST051,2024-07-30,High,FALSE,0
DLY01460,SCH00331,Station Overcrowding,144,ST013,2024-11-20,Low,FALSE,0
DLY01461,SCH00300,Flood/Landslide,230,ST035,2023-09-22,Medium,TRUE,356.85
DLY01462,SCH00288,Freight Priority,17,ST048,2024-08-13,Critical,TRUE,798.54
DLY01463,SCH00580,Accident,69,ST036,2023-04-26,Medium,FALSE,0
DLY01464,SCH00758,Congestion,249,ST049,2024-01-26,Medium,FALSE,0
DLY01465,SCH00520,Flood/Landslide,194,ST009,2024-07-04,Medium,TRUE,1756.67
DLY01466,SCH00398,Weather,41,ST050,2023-01-07,Low,FALSE,0
DLY01467,SCH00757,Accident,212,ST048,2024-05-21,Medium,TRUE,153.19
DLY01468,SCH00404,Congestion,42,ST049,2024-06-29,Low,TRUE,1816.3
DLY01469,SCH00290,Weather,33,ST061,2023-08-01,Medium,FALSE,0
DLY01470,SCH00170,Track Maintenance,280,ST061,2024-01-20,Low,FALSE,0
DLY01471,SCH00660,Track Maintenance,290,ST060,2024-07-07,Medium,TRUE,1311.61
DLY01472,SCH00178,Power Failure,266,ST067,2024-09-26,Medium,TRUE,1372.12
DLY01473,SCH00480,Track Maintenance,14,ST005,2024-04-13,Low,TRUE,1778.87
DLY01474,SCH00266,Weather,9,ST042,2023-07-04,Critical,TRUE,535.48
DLY01475,SCH00318,Power Failure,266,ST037,2024-12-26,Medium,TRUE,853.04
DLY01476,SCH00725,Track Maintenance,179,ST069,2023-08-14,Medium,TRUE,1724.19
DLY01477,SCH00391,Flood/Landslide,201,ST032,2023-07-12,High,TRUE,1983.68
DLY01478,SCH00650,Freight Priority,139,ST006,2024-10-25,Medium,FALSE,0
DLY01479,SCH00412,Technical Fault,210,ST060,2024-10-10,Medium,FALSE,0
DLY01480,SCH00424,Freight Priority,286,ST014,2024-11-24,Low,FALSE,0
DLY01481,SCH00660,Station Overcrowding,227,ST059,2024-08-01,Medium,TRUE,1211.5
DLY01482,SCH00891,Freight Priority,181,ST008,2023-02-18,Medium,FALSE,0
DLY01483,SCH00325,Signal Failure,229,ST050,2024-05-08,Medium,FALSE,0
DLY01484,SCH00962,Congestion,25,ST008,2024-04-19,High,FALSE,0
DLY01485,SCH00462,Weather,87,ST001,2023-09-20,Low,FALSE,0
DLY01486,SCH00759,Flood/Landslide,66,ST054,2023-12-03,Low,TRUE,1832.18
DLY01487,SCH00270,Signal Failure,160,ST008,2024-11-16,Medium,TRUE,809.96
DLY01488,SCH00700,Freight Priority,188,ST026,2023-01-18,Critical,TRUE,821.16
DLY01489,SCH00420,Accident,189,ST007,2023-04-05,Low,FALSE,0
DLY01490,SCH00832,Station Overcrowding,248,ST025,2024-03-15,Critical,TRUE,1061.32
DLY01491,SCH00324,Accident,51,ST007,2023-07-03,Low,FALSE,0
DLY01492,SCH00223,Accident,122,ST056,2023-07-31,Low,FALSE,0
DLY01493,SCH00943,Freight Priority,76,ST045,2023-05-10,Medium,FALSE,0
DLY01494,SCH00907,Congestion,201,ST002,2023-12-18,High,FALSE,0
DLY01495,SCH00080,Weather,13,ST018,2023-11-22,Critical,TRUE,488.95
DLY01496,SCH00268,Freight Priority,281,ST072,2023-05-16,Medium,TRUE,950.27
DLY01497,SCH00472,Freight Priority,248,ST074,2024-11-24,Low,TRUE,1271.41
DLY01498,SCH00936,Technical Fault,220,ST007,2024-04-09,Medium,FALSE,0
DLY01499,SCH00364,Freight Priority,288,ST074,2023-06-16,High,TRUE,1126.7
DLY01500,SCH00879,Signal Failure,96,ST062,2023-03-17,Medium,TRUE,1717.37
DLY01501,SCH00922,Technical Fault,260,ST053,2024-01-20,Low,FALSE,0
DLY01502,SCH00898,Station Overcrowding,59,ST064,2024-08-18,Medium,FALSE,0
DLY01503,SCH00950,Accident,45,ST022,2024-01-06,High,FALSE,0
DLY01504,SCH00972,Signal Failure,173,ST017,2023-11-12,Medium,FALSE,0
DLY01505,SCH00558,Weather,248,ST051,2023-01-31,Medium,FALSE,0
DLY01506,SCH00655,Power Failure,152,ST023,2023-08-26,Critical,FALSE,0
DLY01507,SCH00172,Track Maintenance,68,ST071,2023-03-25,Medium,FALSE,0
DLY01508,SCH00825,Station Overcrowding,59,ST066,2023-06-06,Medium,TRUE,1913.89
DLY01509,SCH00630,Station Overcrowding,231,ST073,2024-10-15,Low,FALSE,0
DLY01510,SCH00569,Weather,100,ST013,2023-08-22,Medium,TRUE,506.02
DLY01511,SCH00150,Technical Fault,197,ST028,2024-09-08,High,TRUE,1015.35
DLY01512,SCH00538,Weather,274,ST068,2023-08-31,Medium,TRUE,1679.26
DLY01513,SCH00812,Station Overcrowding,122,ST020,2024-04-28,Critical,TRUE,894.87
DLY01514,SCH00615,Track Maintenance,53,ST006,2024-02-06,Medium,FALSE,0
DLY01515,SCH00712,Track Maintenance,72,ST036,2024-02-03,Medium,TRUE,153.48
DLY01516,SCH00913,Station Overcrowding,65,ST055,2024-09-10,Critical,TRUE,970.2
DLY01517,SCH00861,Technical Fault,130,ST040,2023-05-04,High,TRUE,1019.99
DLY01518,SCH00144,Weather,80,ST027,2023-11-22,High,FALSE,0
DLY01519,SCH00619,Flood/Landslide,246,ST034,2023-05-06,Medium,TRUE,1440.08
DLY01520,SCH00039,Technical Fault,172,ST014,2024-07-20,Medium,FALSE,0
DLY01521,SCH00089,Congestion,190,ST006,2024-12-04,Critical,TRUE,1800.73
DLY01522,SCH00522,Weather,8,ST063,2024-03-23,Low,FALSE,0
DLY01523,SCH00602,Power Failure,123,ST008,2024-12-19,Medium,TRUE,787.94
DLY01524,SCH00045,Weather,149,ST030,2023-02-21,High,FALSE,0
DLY01525,SCH00619,Accident,22,ST003,2024-01-13,Low,FALSE,0
DLY01526,SCH00946,Accident,137,ST015,2023-09-12,High,FALSE,0
DLY01527,SCH00932,Congestion,44,ST050,2023-02-06,High,TRUE,647
DLY01528,SCH00056,Congestion,44,ST028,2023-09-30,High,FALSE,0
DLY01529,SCH00782,Technical Fault,8,ST068,2024-09-17,Critical,FALSE,0
DLY01530,SCH00795,Station Overcrowding,281,ST060,2024-04-20,Critical,FALSE,0
DLY01531,SCH00115,Freight Priority,52,ST063,2023-10-03,High,FALSE,0
DLY01532,SCH00678,Power Failure,114,ST045,2023-04-19,High,TRUE,823.99
DLY01533,SCH00838,Track Maintenance,113,ST034,2023-03-26,Medium,TRUE,1123.93
DLY01534,SCH00945,Flood/Landslide,215,ST016,2023-01-30,Low,TRUE,735.51
DLY01535,SCH00833,Track Maintenance,50,ST056,2024-01-30,Critical,TRUE,1727.18
DLY01536,SCH00462,Flood/Landslide,257,ST014,2024-09-01,Medium,FALSE,0
DLY01537,SCH00385,Congestion,122,ST010,2024-08-12,High,TRUE,1228.07
DLY01538,SCH00842,Congestion,265,ST017,2024-01-24,High,FALSE,0
DLY01539,SCH00551,Accident,161,ST057,2023-05-22,Low,FALSE,0
DLY01540,SCH00834,Track Maintenance,9,ST044,2024-12-10,Critical,TRUE,1035.85
DLY01541,SCH00172,Congestion,118,ST003,2024-03-29,Medium,FALSE,0
DLY01542,SCH00754,Accident,156,ST017,2024-04-18,High,FALSE,0
DLY01543,SCH00016,Track Maintenance,183,ST009,2024-03-21,Medium,TRUE,537.94
DLY01544,SCH00619,Freight Priority,246,ST044,2024-12-24,Critical,FALSE,0
DLY01545,SCH00948,Signal Failure,295,ST003,2024-12-05,Low,TRUE,1620.83
DLY01546,SCH00801,Accident,173,ST038,2023-01-16,High,TRUE,612.41
DLY01547,SCH00523,Signal Failure,106,ST030,2024-05-15,Critical,TRUE,1669.92
DLY01548,SCH00363,Weather,182,ST025,2023-01-23,Critical,FALSE,0
DLY01549,SCH00109,Congestion,89,ST001,2023-12-31,Critical,TRUE,1361.34
DLY01550,SCH00109,Weather,190,ST027,2024-05-10,Low,TRUE,364.21
DLY01551,SCH00088,Flood/Landslide,273,ST019,2024-04-28,Medium,FALSE,0
DLY01552,SCH00237,Power Failure,177,ST063,2023-02-09,Low,TRUE,693.34
DLY01553,SCH00913,Station Overcrowding,14,ST071,2023-11-03,Critical,TRUE,1671.52
DLY01554,SCH00604,Signal Failure,7,ST043,2023-04-20,Medium,FALSE,0
DLY01555,SCH00870,Power Failure,11,ST055,2024-12-05,Medium,TRUE,1313.82
DLY01556,SCH00090,Weather,251,ST023,2024-02-22,Low,FALSE,0
DLY01557,SCH00916,Congestion,14,ST015,2023-09-08,Medium,TRUE,1061.09
DLY01558,SCH00363,Weather,147,ST029,2024-09-03,Low,TRUE,1672.45
DLY01559,SCH00336,Station Overcrowding,298,ST071,2024-09-10,Medium,TRUE,1974.31
DLY01560,SCH00455,Power Failure,78,ST044,2023-02-13,Low,FALSE,0
DLY01561,SCH00926,Track Maintenance,80,ST048,2023-08-01,High,FALSE,0
DLY01562,SCH00008,Track Maintenance,227,ST059,2024-08-03,High,TRUE,1139.93
DLY01563,SCH00885,Power Failure,215,ST056,2023-01-06,Low,FALSE,0
DLY01564,SCH00982,Technical Fault,55,ST021,2023-09-23,High,FALSE,0
DLY01565,SCH00134,Station Overcrowding,223,ST045,2024-11-14,Medium,TRUE,1478.07
DLY01566,SCH00055,Flood/Landslide,284,ST047,2024-03-22,Medium,TRUE,1097.05
DLY01567,SCH00713,Signal Failure,281,ST060,2023-03-12,Medium,TRUE,1967.07
DLY01568,SCH00464,Accident,38,ST007,2024-06-14,Low,TRUE,1059.45
DLY01569,SCH00870,Accident,76,ST075,2023-09-26,Medium,TRUE,529.9
DLY01570,SCH00303,Signal Failure,116,ST009,2023-10-07,Critical,FALSE,0
DLY01571,SCH00406,Congestion,91,ST060,2024-01-12,High,TRUE,327.76
DLY01572,SCH00757,Station Overcrowding,183,ST074,2023-09-14,Medium,FALSE,0
DLY01573,SCH00962,Flood/Landslide,49,ST039,2023-10-14,High,TRUE,1271.73
DLY01574,SCH00505,Freight Priority,220,ST034,2023-06-08,Low,TRUE,1751.98
DLY01575,SCH00406,Freight Priority,239,ST044,2023-09-26,Medium,TRUE,299.54
DLY01576,SCH00171,Congestion,239,ST065,2024-02-13,Critical,TRUE,454.58
DLY01577,SCH00920,Technical Fault,46,ST002,2023-06-21,High,FALSE,0
DLY01578,SCH00200,Signal Failure,181,ST001,2024-08-18,Medium,FALSE,0
DLY01579,SCH00891,Station Overcrowding,109,ST052,2024-08-06,Medium,TRUE,1091.03
DLY01580,SCH00318,Accident,291,ST061,2023-08-30,High,FALSE,0
DLY01581,SCH00576,Freight Priority,259,ST031,2024-05-13,High,TRUE,1875.95
DLY01582,SCH00968,Congestion,18,ST027,2024-01-05,Medium,FALSE,0
DLY01583,SCH00950,Signal Failure,223,ST060,2023-01-22,Medium,TRUE,1526.53
DLY01584,SCH00352,Technical Fault,246,ST024,2023-08-31,Medium,TRUE,739.24
DLY01585,SCH00897,Freight Priority,298,ST070,2024-01-14,Critical,FALSE,0
DLY01586,SCH00833,Station Overcrowding,296,ST037,2024-07-15,Low,FALSE,0
DLY01587,SCH00140,Flood/Landslide,121,ST061,2023-05-14,High,TRUE,466.84
DLY01588,SCH00298,Freight Priority,48,ST060,2024-08-20,Low,FALSE,0
DLY01589,SCH00205,Power Failure,93,ST014,2023-12-11,High,TRUE,418.66
DLY01590,SCH00570,Congestion,25,ST073,2024-11-04,High,FALSE,0
DLY01591,SCH00970,Freight Priority,173,ST054,2024-08-28,High,FALSE,0
DLY01592,SCH00650,Flood/Landslide,229,ST042,2023-06-23,Medium,TRUE,1321.89
DLY01593,SCH00731,Signal Failure,70,ST062,2023-01-31,Medium,FALSE,0
DLY01594,SCH00573,Congestion,180,ST042,2023-04-23,High,TRUE,101.35
DLY01595,SCH00732,Signal Failure,58,ST007,2024-03-08,Medium,FALSE,0
DLY01596,SCH00006,Signal Failure,267,ST056,2024-01-09,Medium,TRUE,455.72
DLY01597,SCH00543,Freight Priority,174,ST063,2023-04-11,High,FALSE,0
DLY01598,SCH00768,Technical Fault,127,ST054,2024-10-18,Medium,FALSE,0
DLY01599,SCH00333,Flood/Landslide,256,ST002,2023-12-12,Medium,FALSE,0
DLY01600,SCH00150,Freight Priority,283,ST047,2024-01-15,Medium,FALSE,0
DLY01601,SCH00942,Freight Priority,216,ST063,2023-03-31,Low,FALSE,0
DLY01602,SCH00829,Technical Fault,175,ST021,2024-07-05,Low,FALSE,0
DLY01603,SCH00535,Power Failure,75,ST040,2023-09-14,Medium,FALSE,0
DLY01604,SCH00277,Signal Failure,199,ST008,2024-03-09,Medium,FALSE,0
DLY01605,SCH00686,Congestion,138,ST073,2024-09-19,Medium,FALSE,0
DLY01606,SCH00694,Accident,237,ST015,2023-01-04,Medium,FALSE,0
DLY01607,SCH00309,Congestion,251,ST059,2023-07-02,Medium,TRUE,583.34
DLY01608,SCH00548,Power Failure,167,ST075,2024-05-24,Critical,FALSE,0
DLY01609,SCH00283,Flood/Landslide,20,ST062,2023-08-11,Low,TRUE,1059.42
